iter	Passed	Remaining
447	2746	3384
448	2752	3377
449	2757	3370
450	2763	3363
451	2769	3357
452	2775	3351
453	2780	3344
454	2786	3337
455	2792	3330
456	2799	3325
457	2806	3320
458	2812	3314
459	2819	3309
460	2825	3303
461	2834	3300
462	2840	3294
463	2851	3293
464	2857	3287
465	2863	3281
466	2869	3275
467	2875	3268
468	2881	3262
469	2887	3255
470	2893	3249
471	2898	3242
472	2905	3236
473	2910	3230
474	2916	3223
475	2922	3216
476	2927	3210
477	2933	3203
478	2939	3197
479	2945	3190
480	2950	3184
481	2956	3177
482	2962	3170
483	2967	3164
484	2973	3157
485	2979	3150
486	2984	3144
487	2990	3137
488	2998	3133
489	3005	3128
490	3011	3122
491	3018	3116
492	3024	3110
493	3034	3108
494	3044	3105
495	3050	3099
496	3056	3092
497	3062	3086
498	3067	3080
499	3073	3073
500	3079	3067
501	3085	3060
502	3091	3054
503	3097	3048
504	3103	3041
505	3108	3035
506	3114	3028
507	3120	3021
508	3125	3015
509	3131	3008
510	3137	3002
511	3142	2995
512	3148	2988
513	3154	2982
514	3159	2975
515	3165	2968
516	3170	2962
517	3176	2955
518	3182	2949
519	3188	2942
520	3193	2936
521	3200	2930
522	3207	2925
523	3213	2919
524	3220	2913
525	3226	2907
526	3233	2902
527	3242	2898
528	3250	2893
529	3256	2887
530	3261	2881
531	3267	2874
532	3273	2868
533	3279	2861
534	3284	2855
535	3290	2848
536	3296	2842
537	3302	2835
538	3308	2829
539	3313	2822
540	3321	2817
541	3327	2811
542	3333	2805
543	3339	2798
544	3345	2792
545	3350	2786
546	3356	2779
547	3361	2772
548	3367	2766
549	3373	2760
550	3379	2753
551	3384	2747
552	3390	2740
553	3396	2734
554	3403	2728
555	3409	2722
556	3416	2716
557	3422	2711
558	3429	2705
559	3435	2699
560	3442	2694
561	3449	2688
562	3455	2682
563	3465	2678
564	3470	2672
565	3476	2666
566	3482	2659
567	3488	2653
568	3494	2646
569	3499	2640
570	3505	2633
571	3511	2627
572	3517	2620
573	3523	2614
574	3528	2608
575	3534	2601
576	3540	2595
577	3545	2588
578	3551	2582
579	3557	2575
580	3562	2569
581	3568	2562
582	3574	2556
583	3580	2550
584	3585	2543
585	3591	2537
586	3598	2531
587	3604	2525
588	3611	2519
589	3617	2513
590	3623	2507
591	3632	2503
592	3642	2499
593	3648	2493
594	3654	2487
595	3660	2481
596	3666	2474
597	3672	2468
598	3677	2462
599	3683	2455
600	3689	2449
601	3695	2443
602	3701	2436
603	3707	2430
604	3712	2424
605	3718	2417
606	3723	2410
607	3729	2404
608	3735	2398
609	3740	2391
610	3746	2385
611	3752	2378
612	3757	2372
613	3763	2365
614	3769	2359
615	3774	2353
616	3780	2346
617	3785	2340
618	3791	2333
619	3799	2328
620	3806	2323
621	3813	2317
622	3819	2311
623	3826	2305
624	3835	2301
625	3841	2294
626	3849	2290
627	3855	2283
628	3861	2277
629	3867	2271
630	3873	2265
631	3878	2258
632	3884	2252
633	3890	2245
634	3895	2239
635	3901	2233
636	3907	2226
637	3913	2220
638	3918	2213
639	3924	2207
640	3930	2201
641	3935	2194
642	3941	2188
643	3947	2181
644	3952	2175
645	3958	2169
646	3963	2162
647	3969	2156
648	3974	2149
649	3981	2143
650	3986	2137
651	3992	2130
652	3999	2125
653	4006	2119
654	4012	2113
655	4018	2107
656	4025	2101
657	4033	2096
658	4040	2090
659	4047	2085
660	4053	2078
661	4058	2072
662	4064	2066
663	4070	2059
664	4076	2053
665	4082	2047
666	4087	2040
667	4093	2034
668	4099	2028
669	4105	2022
670	4111	2015
671	4116	2009
672	4122	2002
673	4127	1996
674	4133	1990
675	4139	1983
676	4144	1977
677	4150	1971
678	4156	1964
679	4162	1958
680	4167	1952
681	4173	1946
682	4179	1939
683	4184	1933
684	4190	1927
685	4198	1921
686	4204	1915
687	4212	1910
688	4218	1904
689	4224	1898
690	4231	1892
691	4239	1887
692	4245	1880
693	4254	1876
694	4260	1869
695	4266	1863
696	4272	1857
697	4278	1851
698	4284	1845
699	4292	1839
700	4298	1833
701	4303	1826
702	4309	1820
703	4315	1814
704	4320	1808
705	4326	1801
706	4332	1795
707	4338	1789
708	4343	1782
709	4349	1776
710	4355	1770
711	4361	1764
712	4366	1757
713	4372	1751
714	4377	1745
715	4383	1738
716	4389	1732
717	4395	1726
718	4402	1720
719	4413	1716
720	4422	1711
721	4435	1707
722	4442	1702
723	4448	1695
724	4454	1689
725	4460	1683
726	4465	1676
727	4471	1670
728	4477	1664
729	4482	1657
730	4489	1652
731	4496	1646
732	4502	1640
733	4508	1633
734	4514	1627
735	4519	1621
736	4525	1614
737	4531	1608
738	4537	1602
739	4542	1596
740	4548	1589
741	4554	1583
742	4560	1577
743	4565	1571
744	4571	1564
745	4577	1558
746	4582	1552
747	4588	1545
748	4597	1540
749	4604	1534
750	4610	1528
751	4616	1522
752	4623	1516
753	4630	1510
754	4636	1504
755	4644	1499
756	4650	1492
757	4656	1486
758	4662	1480
759	4668	1474
760	4673	1467
761	4679	1461
762	4685	1455
763	4690	1449
764	4696	1442
765	4702	1436
766	4708	1430
767	4714	1424
768	4719	1417
769	4725	1411
770	4731	1405
771	4736	1398
772	4742	1392
773	4748	1386
774	4753	1380
775	4759	1373
776	4764	1367
777	4770	1361
778	4776	1355
779	4782	1348
780	4787	1342
781	4793	1336
782	4800	1330
783	4807	1324
784	4813	1318
785	4819	1312
786	4827	1306
787	4834	1300
788	4840	1294
789	4847	1288
790	4854	1282
791	4860	1276
792	4865	1270
793	4871	1263
794	4877	1257
795	4883	1251
796	4888	1245
797	4894	1239
798	4900	1232
799	4906	1226
800	4911	1220
801	4917	1214
802	4923	1207
803	4928	1201
804	4934	1195
805	4940	1189
806	4945	1182
807	4951	1176
808	4956	1170
809	4962	1164
810	4968	1157
811	4973	1151
812	4979	1145
813	4984	1138
814	4990	1132
815	4998	1127
816	5011	1122
817	5018	1116
818	5025	1110
819	5033	1104
820	5039	1098
821	5047	1092
822	5053	1086
823	5059	1080
824	5065	1074
825	5070	1068
826	5076	1061
827	5082	1055
828	5088	1049
829	5093	1043
830	5099	1037
831	5105	1030
832	5110	1024
833	5116	1018
834	5121	1012
835	5127	1005
836	5133	999
837	5138	993
838	5144	987
839	5150	981
840	5156	974
841	5161	968
842	5167	962
843	5173	956
844	5179	950
845	5184	943
846	5191	937
847	5198	931
848	5204	925
849	5210	919
850	5217	913
851	5223	907
852	5232	901
853	5241	896
854	5246	889
855	5255	884
856	5262	878
857	5267	871
858	5273	865
859	5279	859
860	5284	853
861	5290	846
862	5296	840
863	5302	834
864	5307	828
865	5313	822
866	5319	816
867	5325	809
868	5331	803
869	5336	797
870	5342	791
871	5347	785
872	5353	778
873	5359	772
874	5364	766
875	5370	760
876	5375	753
877	5381	747
878	5389	741
879	5396	735
880	5403	729
881	5409	723
882	5415	717
883	5422	711
884	5430	705
885	5436	699
886	5442	693
887	5450	687
888	5456	681
889	5462	675
890	5468	668
891	5473	662
892	5479	656
893	5485	650
894	5491	644
895	5497	638
896	5506	632
897	5513	626
898	5519	620
899	5524	613
900	5530	607
901	5536	601
902	5542	595
903	5548	589
904	5553	582
905	5559	576
906	5564	570
907	5570	564
908	5575	558
909	5581	552
910	5589	546
911	5596	539
912	5602	533
913	5609	527
914	5615	521
915	5624	515
916	5630	509
917	5635	503
918	5644	497
919	5650	491
920	5656	485
921	5661	478
922	5667	472
923	5673	466
924	5679	460
925	5685	454
926	5691	448
927	5696	442
928	5702	435
929	5708	429
930	5713	423
931	5719	417
932	5725	411
933	5731	404
934	5736	398
935	5742	392
936	5748	386
937	5753	380
938	5759	374
939	5765	368
940	5771	361
941	5776	355
942	5782	349
943	5791	343
944	5798	337
945	5804	331
946	5811	325
947	5817	319
948	5825	313
949	5832	306
950	5839	300
951	5845	294
952	5851	288
953	5857	282
954	5863	276
955	5869	270
956	5874	263
957	5880	257
958	5885	251
959	5891	245
960	5897	239
961	5903	233
962	5909	227
963	5914	220
964	5920	214
965	5926	208
966	5931	202
967	5937	196
968	5943	190
969	5948	183
970	5954	177
971	5959	171
972	5965	165
973	5971	159
974	5977	153
975	5982	147
976	5988	140
977	5995	134
978	6002	128
979	6009	122
980	6015	116
981	6022	110
982	6032	104
983	6038	98
984	6047	92
985	6053	85
986	6059	79
987	6065	73
988	6070	67
989	6076	61
990	6082	55
991	6087	49
992	6093	42
993	6099	36
994	6105	30
995	6110	24
996	6116	18
997	6122	12
998	6128	6
999	6133	0
