iter	Logloss
0	0.6794864539
1	0.6660574674
2	0.6518087261
3	0.6394510075
4	0.6258899036
5	0.6126199337
6	0.6008912124
7	0.5886323653
8	0.5786928496
9	0.5673694403
10	0.5573357454
11	0.5479862861
12	0.5372871905
13	0.5261945857
14	0.5170589028
15	0.5070956116
16	0.4973718889
17	0.4876467781
18	0.4800421892
19	0.4722445249
20	0.4631362013
21	0.4547483871
22	0.4472973516
23	0.4393678635
24	0.4328321834
25	0.425663216
26	0.4185071534
27	0.4114184452
28	0.4047578039
29	0.3982948109
30	0.3918306509
31	0.3853487285
32	0.3795860952
33	0.3737767535
34	0.36779306
35	0.3619006639
36	0.3564066746
37	0.3505478434
38	0.3447373459
39	0.3390712607
40	0.3335963168
41	0.3288435186
42	0.3235571578
43	0.3187189932
44	0.3136836909
45	0.3096319397
46	0.3053383588
47	0.3014498421
48	0.2978164903
49	0.2942001818
50	0.2898589122
51	0.2860827168
52	0.2821213424
53	0.2779331497
54	0.2738801242
55	0.2702076023
56	0.2669689359
57	0.2632440755
58	0.2600240259
59	0.2564718618
60	0.2536954638
61	0.2506077812
62	0.2475416876
63	0.2442755417
64	0.2410831976
65	0.2384492173
66	0.2357236115
67	0.2331605881
68	0.2304396852
69	0.2279523832
70	0.2253838379
71	0.2227039799
72	0.22056377
73	0.2178093798
74	0.2156727876
75	0.2133032156
76	0.2109218969
77	0.2086283608
78	0.2063639464
79	0.2038578066
80	0.2016755692
81	0.1997404421
82	0.197675009
83	0.1958457493
84	0.1940550413
85	0.1920191151
86	0.190203703
87	0.1884533106
88	0.1867049039
89	0.1848566203
90	0.1832237089
91	0.1815406405
92	0.1800217786
93	0.1783451118
94	0.1769354225
95	0.1758038747
96	0.1746587314
97	0.1732600964
98	0.1714527811
99	0.1699927082
100	0.1687554669
101	0.1675047319
102	0.1662381607
103	0.1651429663
104	0.1639506441
105	0.1626109326
106	0.1612673654
107	0.1599946462
108	0.1587558252
109	0.157885409
110	0.1568600894
111	0.1557910503
112	0.1544649294
113	0.1533651452
114	0.1525539926
115	0.1517690969
116	0.1507460652
117	0.1495437236
118	0.148517917
119	0.1476183642
120	0.1467092003
121	0.145704854
122	0.1447875521
123	0.1440149958
124	0.1431946353
125	0.1424696728
126	0.1415807375
127	0.1407605155
128	0.1399687545
129	0.1391846019
130	0.1380982684
131	0.1371619033
132	0.1364922233
133	0.1358329898
134	0.1350064239
135	0.1343201894
136	0.1335295407
137	0.1325764481
138	0.1319941149
139	0.1312636175
