iter	Passed	Remaining
554	1229	986
555	1236	987
556	1238	984
557	1241	983
558	1246	983
559	1253	984
560	1255	982
561	1258	980
562	1262	980
563	1265	978
564	1269	977
565	1272	975
566	1276	974
567	1282	975
568	1284	973
569	1286	970
570	1288	967
571	1290	965
572	1293	963
573	1297	962
574	1300	961
575	1302	958
576	1305	956
577	1314	959
578	1322	961
579	1329	963
580	1332	960
581	1341	963
582	1346	962
583	1347	960
584	1349	957
585	1352	955
586	1356	954
587	1358	952
588	1360	949
589	1363	947
590	1366	945
591	1368	942
592	1371	941
593	1373	939
594	1376	936
595	1379	935
596	1391	939
597	1393	936
598	1398	936
599	1400	933
600	1406	933
601	1410	932
602	1414	930
603	1416	928
604	1419	926
605	1421	923
606	1422	921
607	1424	918
608	1425	915
609	1428	913
610	1430	910
611	1434	909
612	1436	906
613	1438	904
614	1439	901
615	1440	898
616	1442	895
617	1444	892
618	1446	890
619	1447	887
620	1449	884
621	1450	881
622	1452	878
623	1454	876
624	1455	873
625	1457	870
626	1459	868
627	1460	865
628	1462	862
629	1463	859
630	1465	857
631	1467	854
632	1468	851
633	1470	848
634	1472	846
635	1473	843
636	1475	840
637	1476	838
638	1478	835
639	1480	832
640	1481	829
641	1483	827
642	1485	824
643	1486	821
644	1488	819
645	1489	816
646	1491	813
647	1492	811
648	1494	808
649	1496	805
650	1497	803
651	1499	800
652	1501	797
653	1502	795
654	1505	792
655	1507	790
656	1511	789
657	1513	786
658	1515	783
659	1516	781
660	1518	778
661	1520	776
662	1522	773
663	1524	771
664	1525	768
665	1527	766
666	1529	763
667	1531	761
668	1532	758
669	1534	755
670	1536	753
671	1538	750
672	1540	748
673	1543	746
674	1545	743
675	1547	741
676	1548	738
677	1550	736
678	1552	734
679	1557	732
680	1559	730
681	1561	727
682	1562	725
683	1564	722
684	1566	720
685	1568	718
686	1570	715
687	1572	712
688	1573	710
689	1575	707
690	1577	705
691	1578	702
692	1580	700
693	1582	697
694	1583	694
695	1585	692
696	1586	689
697	1588	687
698	1589	684
699	1591	682
700	1593	679
701	1594	677
702	1596	674
703	1598	671
704	1599	669
705	1601	666
706	1602	664
707	1604	661
708	1605	659
709	1607	656
710	1609	654
711	1610	651
712	1612	648
713	1613	646
714	1615	643
715	1617	641
716	1618	638
717	1620	636
718	1621	633
719	1623	631
720	1624	628
721	1626	626
722	1628	623
723	1629	621
724	1631	618
725	1632	616
726	1634	613
727	1635	611
728	1637	608
729	1639	606
730	1640	603
731	1642	601
732	1643	598
733	1645	596
734	1647	593
735	1648	591
736	1650	588
737	1651	586
738	1653	583
739	1654	581
740	1656	578
741	1658	576
742	1659	574
743	1661	571
744	1662	569
745	1664	566
746	1665	564
747	1667	561
748	1669	559
749	1670	556
750	1672	554
751	1673	552
752	1675	549
753	1677	547
754	1678	544
755	1680	542
756	1681	539
757	1683	537
758	1684	535
759	1686	532
760	1688	530
761	1689	527
762	1691	525
763	1693	523
764	1695	520
765	1697	518
766	1699	516
767	1700	513
768	1702	511
769	1704	509
770	1705	506
771	1707	504
772	1709	502
773	1711	499
774	1713	497
775	1714	495
776	1716	492
777	1718	490
778	1720	488
779	1722	485
780	1723	483
781	1725	481
782	1727	478
783	1729	476
784	1732	474
785	1734	472
786	1740	471
787	1742	468
788	1744	466
789	1746	464
790	1747	461
791	1749	459
792	1751	457
793	1752	454
794	1754	452
795	1755	450
796	1757	447
797	1759	445
798	1761	443
799	1762	440
800	1764	438
801	1765	435
802	1767	433
803	1769	431
804	1770	428
805	1772	426
806	1774	424
807	1775	421
808	1777	419
809	1779	417
810	1780	414
811	1782	412
812	1783	410
813	1785	407
814	1787	405
815	1788	403
816	1790	401
817	1791	398
818	1793	396
819	1795	394
820	1796	391
821	1798	389
822	1800	387
823	1801	384
824	1803	382
825	1805	380
826	1806	377
827	1808	375
828	1810	373
829	1811	371
830	1813	368
831	1815	366
832	1818	364
833	1820	362
834	1822	360
835	1823	357
836	1825	355
837	1827	353
838	1828	350
839	1830	348
840	1831	346
841	1833	344
842	1835	341
843	1836	339
844	1838	337
845	1840	334
846	1841	332
847	1843	330
848	1845	328
849	1846	325
850	1848	323
851	1849	321
852	1851	319
853	1853	316
854	1854	314
855	1856	312
856	1858	310
857	1859	307
858	1861	305
859	1862	303
860	1864	301
861	1866	298
862	1867	296
863	1869	294
864	1871	292
865	1872	289
866	1874	287
867	1875	285
868	1877	283
869	1879	280
870	1881	278
871	1883	276
872	1885	274
873	1887	272
874	1888	269
875	1890	267
876	1892	265
877	1894	263
878	1895	260
879	1897	258
880	1899	256
881	1901	254
882	1903	252
883	1904	249
884	1906	247
885	1908	245
886	1912	243
887	1914	241
888	1916	239
889	1917	237
890	1919	234
891	1921	232
892	1923	230
893	1927	228
894	1929	226
895	1931	224
896	1932	221
897	1934	219
898	1936	217
899	1938	215
900	1939	213
901	1941	210
902	1943	208
903	1944	206
904	1946	204
905	1947	202
906	1949	199
907	1951	197
908	1952	195
909	1954	193
910	1955	191
911	1957	188
912	1958	186
913	1960	184
914	1962	182
915	1963	180
916	1965	177
917	1966	175
918	1968	173
919	1969	171
920	1971	169
921	1973	166
922	1974	164
923	1976	162
924	1977	160
925	1979	158
926	1980	155
927	1982	153
928	1983	151
929	1985	149
930	1987	147
931	1988	145
932	1990	142
933	1991	140
934	1993	138
935	1995	136
936	1996	134
937	1998	132
938	1999	129
939	2001	127
940	2002	125
941	2004	123
942	2006	121
943	2007	119
944	2009	116
945	2010	114
946	2012	112
947	2013	110
948	2015	108
949	2017	106
950	2018	104
951	2020	101
952	2021	99
953	2023	97
954	2025	95
955	2026	93
956	2028	91
957	2029	88
958	2031	86
959	2032	84
960	2034	82
961	2036	80
962	2037	78
963	2039	76
964	2040	74
965	2042	71
966	2043	69
967	2045	67
968	2047	65
969	2049	63
970	2050	61
971	2052	59
972	2054	57
973	2056	54
974	2057	52
975	2059	50
976	2061	48
977	2062	46
978	2064	44
979	2066	42
980	2069	40
981	2071	37
982	2073	35
983	2075	33
984	2077	31
985	2079	29
986	2081	27
987	2083	25
988	2085	23
989	2087	21
990	2089	18
991	2090	16
992	2092	14
993	2094	12
994	2095	10
995	2097	8
996	2099	6
997	2101	4
998	2105	2
999	2108	0
