iter	Passed	Remaining
613	1682	1057
614	1684	1054
615	1686	1051
616	1687	1047
617	1690	1044
618	1693	1042
619	1695	1038
620	1696	1035
621	1697	1031
622	1699	1028
623	1702	1025
624	1705	1023
625	1707	1020
626	1709	1017
627	1712	1014
628	1716	1012
629	1722	1011
630	1725	1008
631	1735	1010
632	1744	1011
633	1747	1008
634	1749	1005
635	1751	1002
636	1754	999
637	1755	996
638	1757	992
639	1759	989
640	1762	987
641	1765	984
642	1769	982
643	1771	979
644	1773	975
645	1774	972
646	1776	969
647	1779	966
648	1782	963
649	1785	961
650	1788	958
651	1789	955
652	1795	954
653	1799	952
654	1804	950
655	1820	954
656	1822	951
657	1824	948
658	1827	945
659	1830	942
660	1838	943
661	1850	944
662	1853	942
663	1860	941
664	1864	939
665	1869	937
666	1872	934
667	1875	931
668	1877	928
669	1881	926
670	1886	924
671	1891	923
672	1893	920
673	1896	917
674	1899	914
675	1902	911
676	1905	908
677	1909	906
678	1912	904
679	1914	901
680	1920	899
681	1926	898
682	1931	896
683	1937	894
684	1942	893
685	1944	890
686	1947	887
687	1953	885
688	1959	884
689	1962	881
690	1965	878
691	1967	875
692	1974	874
693	1983	874
694	1989	873
695	1992	870
696	1995	867
697	1997	864
698	2000	861
699	2002	858
700	2005	855
701	2008	852
702	2011	849
703	2023	850
704	2026	847
705	2030	845
706	2032	842
707	2040	841
708	2042	838
709	2045	835
710	2047	832
711	2049	828
712	2051	825
713	2053	822
714	2056	819
715	2059	817
716	2062	813
717	2065	811
718	2067	808
719	2069	804
720	2071	801
721	2074	798
722	2076	795
723	2077	792
724	2080	788
725	2084	786
726	2087	784
727	2090	781
728	2092	777
729	2095	775
730	2097	771
731	2098	768
732	2100	765
733	2101	761
734	2104	758
735	2105	755
736	2106	751
737	2107	748
738	2109	744
739	2110	741
740	2111	738
741	2112	734
742	2113	731
743	2115	727
744	2116	724
745	2117	720
746	2118	717
747	2119	714
748	2120	710
749	2121	707
750	2122	703
751	2124	700
752	2125	697
753	2126	693
754	2127	690
755	2128	687
756	2129	683
757	2131	680
758	2132	676
759	2133	673
760	2134	670
761	2135	666
762	2136	663
763	2137	660
764	2138	656
765	2139	653
766	2141	650
767	2143	647
768	2144	644
769	2146	641
770	2148	638
771	2149	634
772	2151	631
773	2154	628
774	2156	626
775	2158	623
776	2160	619
777	2161	616
778	2163	613
779	2166	610
780	2168	607
781	2170	605
782	2172	602
783	2173	598
784	2175	595
785	2178	593
786	2180	590
787	2181	586
788	2182	583
789	2183	580
790	2184	577
791	2186	574
792	2187	571
793	2188	567
794	2189	564
795	2191	561
796	2192	558
797	2193	555
798	2194	552
799	2195	548
800	2196	545
801	2197	542
802	2198	539
803	2200	536
804	2201	533
805	2202	530
806	2203	526
807	2204	523
808	2205	520
809	2207	517
810	2207	514
811	2209	511
812	2210	508
813	2212	505
814	2215	502
815	2217	500
816	2219	497
817	2221	494
818	2223	491
819	2225	488
820	2226	485
821	2228	482
822	2230	479
823	2232	476
824	2234	473
825	2236	471
826	2238	468
827	2239	465
828	2241	462
829	2243	459
830	2245	456
831	2247	453
832	2248	450
833	2250	447
834	2252	445
835	2256	442
836	2257	439
837	2259	436
838	2260	433
839	2261	430
840	2262	427
841	2265	425
842	2266	422
843	2268	419
844	2270	416
845	2271	413
846	2272	410
847	2273	407
848	2274	404
849	2275	401
850	2276	398
851	2278	395
852	2279	392
853	2280	389
854	2281	386
855	2282	384
856	2283	381
857	2285	378
858	2286	375
859	2287	372
860	2288	369
861	2289	366
862	2290	363
863	2291	360
864	2292	357
865	2293	354
866	2295	352
867	2296	349
868	2297	346
869	2298	343
870	2299	340
871	2300	337
872	2301	334
873	2302	331
874	2303	329
875	2305	326
876	2306	323
877	2307	320
878	2308	317
879	2309	314
880	2310	312
881	2311	309
882	2312	306
883	2313	303
884	2314	300
885	2315	297
886	2316	295
887	2318	292
888	2320	289
889	2321	286
890	2322	284
891	2324	281
892	2325	278
893	2326	275
894	2327	273
895	2328	270
896	2329	267
897	2331	264
898	2332	262
899	2333	259
900	2334	256
901	2335	253
902	2337	251
903	2338	248
904	2339	245
905	2340	242
906	2341	240
907	2342	237
908	2343	234
909	2345	231
910	2346	229
911	2347	226
912	2348	223
913	2349	221
914	2350	218
915	2351	215
916	2353	212
917	2354	210
918	2355	207
919	2356	204
920	2357	202
921	2358	199
922	2359	196
923	2361	194
924	2362	191
925	2363	188
926	2364	186
927	2365	183
928	2366	180
929	2367	178
930	2369	175
931	2370	172
932	2371	170
933	2372	167
934	2373	165
935	2374	162
936	2375	159
937	2376	157
938	2377	154
939	2378	151
940	2379	149
941	2381	146
942	2382	143
943	2383	141
944	2384	138
945	2385	136
946	2386	133
947	2387	130
948	2388	128
949	2389	125
950	2390	123
951	2392	120
952	2394	118
953	2396	115
954	2398	113
955	2400	110
956	2402	107
957	2404	105
958	2406	102
959	2407	100
960	2409	97
961	2411	95
962	2413	92
963	2415	90
964	2417	87
965	2418	85
966	2420	82
967	2422	80
968	2424	77
969	2426	75
970	2428	72
971	2432	70
972	2433	67
973	2434	64
974	2435	62
975	2437	59
976	2438	57
977	2439	54
978	2440	52
979	2441	49
980	2444	47
981	2446	44
982	2447	42
983	2448	39
984	2449	37
985	2450	34
986	2452	32
987	2453	29
988	2455	27
989	2456	24
990	2457	22
991	2458	19
992	2460	17
993	2461	14
994	2462	12
995	2463	9
996	2464	7
997	2465	4
998	2466	2
999	2468	0
