iter	RMSE
271	8.583921137
272	8.573121952
273	8.556103746
274	8.537757803
275	8.521814358
276	8.502895713
277	8.495543857
278	8.477836149
279	8.471008802
280	8.454123212
281	8.439736159
282	8.433071453
283	8.414879289
284	8.40738389
285	8.389599423
286	8.382288169
287	8.375911748
288	8.368945106
289	8.35215901
290	8.344693099
291	8.311521701
292	8.304772201
293	8.282848148
294	8.269312139
295	8.254962508
296	8.225504794
297	8.221655805
298	8.201186106
299	8.196936325
300	8.171815034
301	8.167799626
302	8.163289664
303	8.146981071
304	8.131497949
305	8.11178472
306	8.102772411
307	8.091832253
308	8.069604478
309	8.046191821
310	8.040114109
311	8.036605479
312	8.033124224
313	8.02679741
314	8.009631742
315	7.998495698
316	7.995324585
317	7.976196451
318	7.965827747
319	7.947178658
320	7.942262847
321	7.939115448
322	7.915265933
323	7.900302611
324	7.89754453
325	7.879214483
326	7.875426578
327	7.851365315
328	7.833847299
329	7.830193013
330	7.825393819
331	7.815757117
332	7.811978799
333	7.808466467
334	7.803947763
335	7.791225541
336	7.788817359
337	7.770514953
338	7.755613184
339	7.752011869
340	7.732805837
341	7.730475772
342	7.715688733
343	7.705280538
344	7.678822162
345	7.666215007
346	7.65323248
347	7.650153977
348	7.642386727
349	7.633668103
350	7.626553019
351	7.609228929
352	7.592220639
353	7.577175496
354	7.57445611
355	7.567690979
356	7.558807224
357	7.55625234
358	7.536019087
359	7.533163529
360	7.531223785
361	7.524970759
362	7.517952483
363	7.514033179
364	7.511811923
365	7.503063038
366	7.500643082
367	7.497757574
368	7.476288908
369	7.469783052
370	7.46811285
371	7.44998739
372	7.428554292
373	7.419693841
374	7.405657946
375	7.397618727
376	7.386490849
377	7.384080913
378	7.382309071
379	7.3789826
380	7.365508877
381	7.352361925
382	7.350007415
383	7.338469002
384	7.336874578
385	7.331357602
386	7.322746236
387	7.315412423
388	7.311217674
389	7.302539247
390	7.283325223
391	7.276394754
392	7.262531073
393	7.247031219
394	7.23905974
395	7.231855603
396	7.217766248
397	7.201459487
398	7.189159208
399	7.173580795
400	7.171445472
401	7.16401413
402	7.150563273
403	7.148171683
404	7.14678949
405	7.143927165
406	7.137386725
407	7.12780195
408	7.116378857
409	7.113677322
410	7.111387889
411	7.098638841
412	7.097343146
413	7.096091465
414	7.084728941
415	7.081123085
416	7.068225776
417	7.05104947
418	7.034593373
419	7.032819905
420	7.018940423
421	7.016455768
422	7.015446061
423	7.013872873
424	7.011506645
425	6.998572801
426	6.985233074
427	6.979970299
428	6.97588363
429	6.966762732
430	6.965812153
431	6.936784832
432	6.925681871
433	6.909287895
434	6.893068364
435	6.879483015
436	6.870153671
437	6.867907221
438	6.85667967
439	6.845882265
440	6.836558907
441	6.823783228
442	6.814345349
443	6.812977531
444	6.802114838
445	6.793457743
446	6.778336595
447	6.7769646
448	6.765202934
449	6.757238523
450	6.751712475
451	6.746720651
452	6.742241957
453	6.731535215
454	6.718782032
455	6.717894804
456	6.716678921
457	6.709057891
458	6.705334291
459	6.696604489
460	6.690293068
461	6.678655218
462	6.663685218
463	6.657745475
464	6.649060313
465	6.64535295
466	6.644040451
467	6.626650011
468	6.604036414
469	6.597080046
470	6.595634658
471	6.58755135
472	6.575247186
473	6.566318209
474	6.555653675
475	6.550078078
476	6.543926741
477	6.539289711
478	6.537438421
479	6.533175148
480	6.524358183
481	6.512227716
482	6.511497054
483	6.510698995
484	6.505703794
485	6.493187752
486	6.484447128
487	6.470509884
488	6.461496088
489	6.446751575
490	6.436602471
491	6.427151487
492	6.420011768
493	6.414836011
494	6.405188648
495	6.400114191
496	6.396477873
497	6.384620881
498	6.37340289
499	6.370373155
500	6.366217033
501	6.361270749
502	6.360280649
503	6.359521106
504	6.350070072
505	6.340239781
506	6.326100934
507	6.321113593
508	6.314241573
509	6.310590618
510	6.301131694
511	6.291381242
512	6.290511255
513	6.289856777
514	6.281909657
515	6.273690338
516	6.268226896
517	6.263026057
518	6.252988692
519	6.246430985
520	6.237260141
521	6.229485104
522	6.22820926
523	6.207067443
524	6.202439465
525	6.199677803
526	6.198916236
527	6.196233061
528	6.194834721
529	6.184491672
530	6.174593373
531	6.171844618
532	6.158389318
533	6.150178145
534	6.134731734
535	6.131125715
536	6.127892753
537	6.126203927
538	6.123943002
539	6.115350328
540	6.109015028
541	6.097642405
542	6.092129248
543	6.083714923
544	6.078819546
545	6.06909856
546	6.064969098
547	6.063177812
548	6.060004066
549	6.05930441
550	6.053599504
551	6.050410032
552	6.04067221
553	6.031180459
554	6.026364889
555	6.022878283
556	6.019623907
557	6.009132001
558	5.999376169
559	5.990654053
560	5.98333795
561	5.98137893
562	5.978379051
563	5.969454449
564	5.967658501
565	5.958499922
566	5.954973093
567	5.945686173
568	5.939523524
569	5.936470012
570	5.936053692
571	5.920092876
572	5.91029775
573	5.9081624
574	5.901084207
575	5.892673832
576	5.890067341
577	5.880299397
578	5.871608883
579	5.867559913
580	5.857112285
581	5.84246052
582	5.839312057
583	5.838430052
584	5.831243515
585	5.826579794
586	5.823873378
587	5.822646644
588	5.811388116
589	5.804368405
590	5.801551049
591	5.797845584
592	5.789417617
593	5.778207971
594	5.77041321
595	5.762128393
596	5.757295433
597	5.756270317
598	5.750091909
599	5.741336511
600	5.728198634
601	5.724295427
602	5.722264543
603	5.717978435
604	5.708490829
605	5.701142605
606	5.691679309
607	5.68961417
608	5.687466606
609	5.676852368
610	5.669403791
611	5.660670663
612	5.658962992
613	5.651299236
614	5.64798462
615	5.640388977
616	5.638708666
617	5.632616144
618	5.627213209
619	5.624916664
620	5.61787884
621	5.613682163
622	5.606046009
623	5.604747632
624	5.595015531
625	5.591825153
626	5.590113579
627	5.583318039
628	5.581119508
629	5.57389129
630	5.570384775
631	5.568569581
632	5.565571184
633	5.55793142
634	5.552984517
635	5.54858312
636	5.54120403
637	5.537528692
638	5.529213879
639	5.517325206
640	5.515057672
641	5.508047768
642	5.498161528
643	5.490565582
644	5.488043742
645	5.483091043
646	5.471508963
647	5.453963065
648	5.44842515
649	5.440725762
650	5.430101829
651	5.424292581
652	5.414039192
653	5.410353214
654	5.402147237
655	5.399443151
656	5.390943865
657	5.384148445
658	5.374458052
659	5.37288318
660	5.356673392
661	5.353069186
662	5.349020832
663	5.338421352
664	5.335288479
665	5.332861465
666	5.328001024
667	5.325679944
668	5.318927783
669	5.317271501
670	5.309810006
671	5.298829224
672	5.297881361
673	5.288022379
674	5.281558589
675	5.280075534
676	5.272808537
677	5.26581776
678	5.260088752
679	5.254240766
680	5.250931557
681	5.246755419
682	5.245895719
683	5.236872126
684	5.23154111
685	5.226698443
686	5.214177124
687	5.208532771
688	5.207222828
689	5.203100191
690	5.201493201
691	5.19587092
692	5.191935306
693	5.191404803
694	5.181013283
695	5.178748998
696	5.176919496
697	5.172096552
698	5.162403163
699	5.155632062
700	5.150282967
701	5.144739867
702	5.135171131
703	5.132566725
704	5.131089466
705	5.12655904
706	5.12301104
707	5.119085221
708	5.11391873
709	5.108707931
710	5.102871202
711	5.100650903
712	5.096373596
713	5.093059077
714	5.083370172
715	5.078045061
716	5.074207664
717	5.073607096
718	5.071398504
719	5.066868747
720	5.062259645
721	5.057785197
722	5.048441009
723	5.040480296
724	5.033624934
725	5.029534393
726	5.020623781
727	5.013185184
728	4.999620467
729	4.995984849
730	4.995579905
731	4.986771758
732	4.985825338
733	4.981319985
734	4.974588054
735	4.974018867
736	4.971852204
737	4.966496136
738	4.966091556
739	4.965016089
740	4.955200444
741	4.946437665
742	4.937228755
743	4.936319531
744	4.933815495
745	4.929879155
746	4.926399791
747	4.923582909
748	4.917659758
749	4.916023067
750	4.908587199
751	4.903531225
752	4.896662705
753	4.891288031
754	4.884508943
755	4.879817471
756	4.876328444
757	4.86709755
758	4.858910031
759	4.855640717
760	4.850898814
761	4.843385312
762	4.837057674
763	4.834339224
764	4.825845097
765	4.824407301
766	4.821910596
767	4.820159327
768	4.817474091
769	4.815387818
770	4.809982001
771	4.805125775
772	4.79973736
773	4.799408362
774	4.799116665
775	4.798603827
776	4.797464104
777	4.791672653
778	4.789774901
779	4.781983025
780	4.776680491
781	4.76950833
782	4.760963271
783	4.757404163
784	4.751898379
785	4.738951984
786	4.736268813
787	4.727279637
788	4.725694657
789	4.717512201
790	4.713553149
791	4.711871997
792	4.709212153
793	4.705110505
794	4.700212005
795	4.692198229
796	4.689628774
797	4.685962445
798	4.673696196
799	4.671914561
800	4.664722501
801	4.658532166
802	4.657772211
803	4.653475964
804	4.653150447
805	4.651515006
806	4.6432993
807	4.63701005
808	4.625275838
809	4.623693009
810	4.620624102
811	4.615659485
812	4.61411421
813	4.612584172
814	4.607709088
815	4.601735862
816	4.59454208
817	4.586030458
818	4.585338793
819	4.579323386
820	4.573033849
821	4.569735587
822	4.565777163
823	4.556555297
824	4.552856139
825	4.552043267
826	4.54649233
827	4.542392211
828	4.536197681
829	4.534742557
830	4.529134071
831	4.523336253
832	4.516261155
833	4.512666403
834	4.510473022
835	4.509467197
836	4.503647813
837	4.496718369
838	4.494609311
839	4.494308309
840	4.493984406
841	4.488999553
842	4.485918571
843	4.478369329
844	4.477349285
845	4.468727064
846	4.46839441
847	4.466567935
848	4.454049639
849	4.440273571
850	4.435349653
851	4.42795519
852	4.42302638
853	4.420211655
854	4.414162468
855	4.405535559
856	4.399815275
857	4.399496535
858	4.395828244
859	4.392266706
860	4.389671289
861	4.385308574
862	4.385055602
863	4.379437275
864	4.377492057
865	4.376801151
866	4.369389093
867	4.364424978
868	4.358025328
869	4.350659702
870	4.348719686
871	4.344370688
872	4.340795574
873	4.335504633
874	4.330804301
875	4.328676086
876	4.322837787
877	4.313945567
878	4.305615951
879	4.300284427
880	4.298019135
881	4.294023257
882	4.29218969
883	4.2919365
884	4.286265846
885	4.285162764
886	4.284626413
887	4.279469063
888	4.274299513
889	4.273223331
890	4.26815144
891	4.264836989
892	4.26074073
893	4.253273574
894	4.25011978
895	4.248032736
896	4.238031977
897	4.232700192
898	4.227182192
899	4.220026044
900	4.216707707
901	4.210256365
902	4.202584594
903	4.200942463
904	4.19562886
905	4.190314351
906	4.190048902
907	4.18549803
908	4.183925449
909	4.182251113
910	4.177220483
911	4.17423715
912	4.173993006
913	4.171766859
914	4.167061047
915	4.158600105
916	4.155894076
917	4.15333121
918	4.151092929
919	4.146407164
920	4.141623661
921	4.137491572
922	4.137224382
923	4.133416879
924	4.129366821
925	4.125198639
926	4.123534351
927	4.120391706
928	4.119429413
929	4.114178252
930	4.113920611
931	4.113676361
932	4.111310415
933	4.108769396
934	4.100909043
935	4.096016582
936	4.093734299
937	4.089016218
938	4.085196158
939	4.083720896
940	4.076803234
941	4.073340058
942	4.066144335
943	4.063456852
944	4.055930989
945	4.049195357
946	4.044590597
947	4.041865656
948	4.038461136
949	4.032233759
950	4.027971021
951	4.023299759
952	4.021817575
953	4.02010085
954	4.012392187
955	4.009873993
956	4.007187967
957	4.006288533
958	3.997182851
959	3.996950711
960	3.992763591
961	3.985884534
962	3.98266711
963	3.976883193
964	3.973058158
965	3.967264912
966	3.960714383
967	3.956754344
968	3.94922451
969	3.94576647
970	3.945570769
971	3.941926995
972	3.941249541
973	3.939827533
974	3.936676965
975	3.935328212
976	3.93187151
977	3.926904872
978	3.920621756
979	3.917896622
980	3.913889218
981	3.906846669
982	3.902079444
983	3.895970128
984	3.890112752
985	3.889449756
986	3.881456777
987	3.874996865
988	3.868762533
989	3.863815028
990	3.85952819
991	3.856044922
992	3.853561417
993	3.853356748
994	3.849124449
995	3.848905238
996	3.847502462
997	3.844530116
998	3.840010683
999	3.836941758
